Translated_Tweet,Suicide
   أنا سخيف جدا تعبت من العيش أنا لست ذكيا أنا لست رياضيا أنا لست جذابا أنا لست موهوب أنا فقط ها ها,Potential Suicide post 
أخبرني الأردن دوسيت عن ذلك أنه سيحاول أن يعلمك قطعة الفم على شاشة التلفزيون ما إذا كانت تعمل,Not Suicide post
 تهانينا على جميع إنجازاتك أنت شخص رائع من الداخل والخارج  ,Not Suicide post
جراهام هذا رائع يا رجل أنا لست من المعجبين ولكن  بدون فقد سوف أتحقق من ذلك,Not Suicide post
فكر عشوائي أنا سعيد للغاية لأنني أعيش في وقت  على زنزانتي و  في سيارتي  لا شيء في حيرة,Potential Suicide post 
    إنه أمر مخبوب ما هو مريض ، نحن ننتخب أشخاصًا مثل ,Potential Suicide post 
يقول الجميع كولين إنني أفضل حالًا ولكني لا أريد أن أكون لا أعتقد أنه لا يهم ما أعتقد بعد الآن لذلك نحن هنا,Potential Suicide post 
هبطت في بلفاست في هذا الأسبوع,Not Suicide post
 هاها هم إلهاء فلامين,Not Suicide post
كلمة   تفشل في حطام السفينة في الرمال من الواضح أنها في وقت مبكر جدًا,Not Suicide post
لقد تغيرت الخطط للأفضل لركوب  تحت أشعة الشمس الآن,Not Suicide post
    ,Potential Suicide post 
يوني يلعب بوتش في الخارج وكعك  المجاني أشعر بأنني أحب,Not Suicide post
              ,Not Suicide post
            ,Not Suicide post
                   ,Potential Suicide post 
آمل أن يكون لديك رحلة جيدة إذا كان الطقس لائقًا إذا كان الطقس مثل ذلك حيث أعيش,Not Suicide post
ثانيًا ، سيظل بعض الناس يريدون أن يزرع طعامهم بالطريقة القديمة تمامًا مثل كيفية شراء اللحوم التراثية وبذور الإرث,Not Suicide post
               ,Not Suicide post
         ,Not Suicide post
 هاها لي أيضًا ، إنه يذكرني وأبي من العرض القديم للونكيز نفسه هنا غير قادر على الانتظار لول ما,Not Suicide post
لا أستطيع التوقف عن سخيف   غير المحترم غير المحترم غير المحترم من الجهل المتغطرس المتغطرس ينسى أن يركز على نفسه غير مقلوب من الأملس الغبي الكسول الاكتئاب باستمرار مرهقًا باستمرار ، لم أكن أملأ أي من طلباتي الجامعية لأنني لم أخطط حتى للعيش منذ فترة طويلة أريد فقط أن أموت فقطتوقف عن إهمال عائلتي وإزعاج أمي ، أريد نوعًا من أن أكون من البالتيك ، فإنهم ينظرون إلى الرصاص من جثث الجثث لمعرفة ما هي البندأو خارج المدرسة لماذا أحب هذا,Potential Suicide post 
               ,Potential Suicide post 
انتخابات   اليوم,Not Suicide post
لقد سئمت من العيش ، ما هي الفائدة من العيش إذا واصلت الأنين,Potential Suicide post 
                                                                                                                                     ,Potential Suicide post 
شغف الشوكولاتة تمامًا وأيام ستاربكسونلي,Not Suicide post
لا أعتقد أن  لا أعتقد أن أكون على  بعد الآن ، فأنا لا أضيف إلى أي شخص هنا,Potential Suicide post 
              ,Not Suicide post
                                   ,Potential Suicide post 
صوت  لصالح  الذي كان يتعين على  أن يلعب بعض  الآن,Not Suicide post
أنا أريد أن أموت وأن أكون ميتًا,Potential Suicide post 
 الفتاة التي كنت سخيفًا مع تلك التي جعلتني لا أقتل نفسي في الليلة التي انتهيت فيها من أن أكون مؤسسة,Potential Suicide post 
لقد حصلت على ساعات من النوم الليلة الماضية لاتيه لاتيه وأنا جيد,Not Suicide post
                   ,Not Suicide post
لا بد لي من الذهاب الآن لمكياج ليصبح يوم الخير غدا للجميع,Not Suicide post
إنجيرماايك أوو شكرا لك,Not Suicide post
لديّ اضطراب ثنائي القطب وأصبحت شديد الإدراك لتأرجح مزاجي ، يصبحون سيئين بما فيه الكفاية حيث بالكاد أستطيع الخروج من السرير التحدث إلى أصدقائي أو حتى العمل وخلال الحلقات الهوسي ، لا أنام ربما ساعات في الليلأهداف غير واقعية للغاية ثم تضرر مرة أخرى مع الاكتئاب المعطل,Potential Suicide post 
  ليس لدي ما أعيشه من أجل المتأنق حزين جدًا,Potential Suicide post 
لا يمكن لمترو  النموذجية حتى الحصول على هذا بشكل صحيح,Not Suicide post
هو مصور رائع,Not Suicide post
متحمسة لنمتين أخريين ولا تضطر إلى ارتداء نظاراتها الغبية للنوم بعد الآن,Not Suicide post
أحصل عليه ,Not Suicide post
أريد فقط أن أحصل على هذا الحفل إلى هذا الحفل ، لكنني أكره نفسي إذا قضيت تلك التذكرة الآن,Potential Suicide post 
 أود أن أقول فلسفية,Not Suicide post
  أنا لا أقوم بتصحيح أي شيء أعيش فيه حياتي بهدوء وليس لدي أي علاقة بما يجري هذا العالم البائس,Potential Suicide post 
يا شيت هذا يمكن أن يخرج عن السين,Not Suicide post
 ترى   لها يوم رائع,Not Suicide post
بحاجة إلى أن تخرج بالفعل من أن يتم إخبارها بما يجب عليك فعله ، والأهم من ذلك كله أنه لا يوجد لديه  سخيف,Potential Suicide post 
 يجب أن يكون لي اليوم بعد ذلك,Not Suicide post
أنا مريض جدا وسئمت من العيش ,Potential Suicide post 
 حتى الآن كان كل شيء يتسوق مرة أخرى اليوم هيه ما يصل إلى ما يصل,Not Suicide post
حصل    على مسار رايت الذي يحتفل بالمنفذ يوم   بدأ  ,Not Suicide post
 كل طاقم في وقت لاحق حصلت على القليل من العمل للقيام به,Not Suicide post
  أنت مستيقظ مبكرًا أو في وقت متأخر من هاها,Not Suicide post
سأذهب إلى المدرسة تعود حولها,Not Suicide post
الواجبات المنزلية طوال اليوم المستحقة على ذلك ، لكنهم فعلوا ذلك تقريبًا,Not Suicide post
